phase_gamme_id,gamme_id,numero_phase,designation,machine_id,outil_id,programme_id,temps_usinage_prevu,temps_reglage_prevu,exigence_technique
2034,449,4,Phase 4 - Tournage,1,68,127,57,11,Concentricité 0.01mm
2035,449,5,Phase 5 - Ébavurage,4,101,84,5,5,Pas d'arêtes vives
2036,450,1,Phase 1 - Réglement / Montage,7,31,215,9,5,Centrage ±0.02mm
2037,450,2,Phase 2 - Fraisage,9,107,202,39,15,Surface Ra 3.2µm
2038,450,3,Phase 3 - Fraisage,9,40,44,46,11,Profondeur ±0.05mm
2039,450,4,Phase 4 - Fraisage,6,78,298,28,15,Planéité 0.02mm
2040,450,5,Phase 5 - Ébavurage,1,113,221,9,2,
2041,451,1,Phase 1 - Débit / Tronçonnage,7,58,291,9,4,Cote brute ±0.5mm
2042,451,2,Phase 2 - Tournage,10,97,86,39,6,Cylindricité 0.02mm
2043,451,3,Phase 3 - Perçage,11,35,223,8,3,Alésage H7
2044,451,4,Phase 4 - Rectification,10,56,211,29,5,Parallélisme 0.01mm
2045,451,5,Phase 5 - Contrôle qualité,11,83,137,9,2,PDT 100%
2046,452,1,Phase 1 - Réglement / Montage,8,26,379,8,9,Parallélisme 0.01mm
2047,452,2,Phase 2 - Perçage,3,147,350,17,6,Perpendicularité 0.05mm
2048,452,3,Phase 3 - Tournage,5,62,69,56,7,Diamètre ±0.01mm
2049,452,4,Phase 4 - Rectification,5,94,342,9,8,Cylindricité 0.005mm
2050,452,5,Phase 5 - Tournage,5,52,18,54,6,Surface Ra 1.6µm
2051,452,6,Phase 6 - Ébavurage,3,136,256,9,1,Rayon R0.2 max
2052,453,1,Phase 1 - Réglement / Montage,10,95,240,8,13,
2053,453,2,Phase 2 - Tournage,7,103,301,55,14,Concentricité 0.01mm
2054,453,3,Phase 3 - Perçage,8,52,185,12,8,Alésage H7
2055,453,4,Phase 4 - Contrôle qualité,10,101,198,17,8,PDT 100%
2056,454,1,Phase 1 - Débit / Tronçonnage,10,33,41,5,4,Planarite 0.3mm
2057,454,2,Phase 2 - Fraisage,6,147,171,49,7,Surface Ra 3.2µm
2058,454,3,Phase 3 - Perçage,4,103,306,9,7,Alésage H7
2059,454,4,Phase 4 - Fraisage,9,78,229,21,4,Parallélisme 0.03mm
2060,454,5,Phase 5 - Ébavurage,10,35,123,8,5,Pas d'arêtes vives
2061,455,1,Phase 1 - Débit / Tronçonnage,4,32,147,3,7,Planarite 0.3mm
2062,455,2,Phase 2 - Fraisage,6,64,81,36,4,Planéité 0.02mm
2063,455,3,Phase 3 - Perçage,8,55,368,6,9,Taraudage M6
2064,455,4,Phase 4 - Tournage,7,58,54,53,3,Surface Ra 1.6µm
2065,455,5,Phase 5 - Contrôle qualité,9,32,254,16,3,Mesure 3 points
2066,456,1,Phase 1 - Réglement / Montage,2,95,374,10,19,Centrage ±0.02mm
2067,456,2,Phase 2 - Rectification,11,72,163,13,6,Parallélisme 0.01mm
2068,456,3,Phase 3 - Perçage,8,46,222,21,9,Alésage H7
2069,456,4,Phase 4 - Tournage,7,13,58,41,6,Cylindricité 0.02mm
2070,456,5,Phase 5 - Perçage,3,136,211,15,4,Perpendicularité 0.05mm
2071,456,6,Phase 6 - Contrôle qualité,8,116,68,18,5,Contrôle dimensionnel
2072,457,1,Phase 1 - Débit / Tronçonnage,7,120,2,4,4,Cote brute ±0.5mm
2073,457,2,Phase 2 - Fraisage,6,92,79,38,11,Surface Ra 3.2µm
2074,457,3,Phase 3 - Ébavurage,3,84,333,11,1,Pas d'arêtes vives
2075,458,1,Phase 1 - Débit / Tronçonnage,5,124,350,5,7,Longueur ±1mm
2076,458,2,Phase 2 - Tournage,2,82,238,52,6,Surface Ra 1.6µm
2077,458,3,Phase 3 - Fraisage,9,59,294,17,15,Parallélisme 0.03mm
2078,458,4,Phase 4 - Contrôle qualité,11,23,254,10,2,Mesure 3 points
2079,459,1,Phase 1 - Débit / Tronçonnage,4,89,180,14,3,
2080,459,2,Phase 2 - Tournage,1,48,295,56,13,Diamètre ±0.01mm
2081,459,3,Phase 3 - Contrôle qualité,3,33,369,16,6,Contrôle dimensionnel
2082,460,1,Phase 1 - Réglement / Montage,9,55,121,4,10,Parallélisme 0.01mm
2083,460,2,Phase 2 - Fraisage,9,59,359,49,6,Parallélisme 0.03mm
2084,460,3,Phase 3 - Tournage,5,122,354,54,15,Cylindricité 0.02mm
2085,460,4,Phase 4 - Perçage,4,34,117,18,8,Diamètre ±0.02mm
2086,460,5,Phase 5 - Contrôle qualité,1,121,204,7,2,
2087,461,1,Phase 1 - Débit / Tronçonnage,5,100,311,10,8,Cote brute ±0.5mm
2088,461,2,Phase 2 - Perçage,4,52,196,6,3,Diamètre ±0.02mm
2089,461,3,Phase 3 - Fraisage,6,102,52,32,13,Parallélisme 0.03mm
2090,461,4,Phase 4 - Rectification,11,144,324,13,4,
2091,461,5,Phase 5 - Contrôle qualité,9,112,363,13,6,Contrôle dimensionnel
2092,462,1,Phase 1 - Réglement / Montage,8,52,167,9,13,Parallélisme 0.01mm
2093,462,2,Phase 2 - Tournage,2,40,73,20,14,Surface Ra 1.6µm
2094,462,3,Phase 3 - Fraisage,9,65,79,32,11,Parallélisme 0.03mm
2095,462,4,Phase 4 - Perçage,4,46,376,16,8,Diamètre ±0.02mm
2096,462,5,Phase 5 - Fraisage,9,55,191,13,9,Parallélisme 0.03mm
2097,462,6,Phase 6 - Contrôle qualité,9,123,126,7,8,PDT 100%
2098,463,1,Phase 1 - Réglement / Montage,10,102,351,9,13,Centrage ±0.02mm
2099,463,2,Phase 2 - Perçage,3,125,343,15,5,Alésage H7
2100,463,3,Phase 3 - Perçage,8,39,7,7,5,Taraudage M6
2101,463,4,Phase 4 - Tournage,1,131,147,52,9,Cylindricité 0.02mm
2102,463,5,Phase 5 - Contrôle qualité,8,94,198,7,4,Contrôle dimensionnel
2103,464,1,Phase 1 - Réglement / Montage,1,93,164,6,7,Parallélisme 0.01mm
2104,464,2,Phase 2 - Rectification,9,18,189,10,9,Parallélisme 0.01mm
2105,464,3,Phase 3 - Tournage,10,88,169,37,7,Surface Ra 1.6µm
2106,464,4,Phase 4 - Fraisage,6,148,370,34,12,Parallélisme 0.03mm
2107,464,5,Phase 5 - Contrôle qualité,8,141,255,16,8,Mesure 3 points
2108,465,1,Phase 1 - Débit / Tronçonnage,1,36,10,7,3,
2109,465,2,Phase 2 - Rectification,9,4,37,27,10,Surface Ra 0.8µm
2110,465,3,Phase 3 - Tournage,1,39,158,14,6,Cylindricité 0.02mm
2111,465,4,Phase 4 - Contrôle qualité,4,104,237,19,5,PDT 100%
2112,466,1,Phase 1 - Réglement / Montage,11,122,111,3,10,
2113,466,2,Phase 2 - Fraisage,9,60,41,48,15,Parallélisme 0.03mm
2114,466,3,Phase 3 - Tournage,7,8,236,31,14,Diamètre ±0.01mm
2115,466,4,Phase 4 - Fraisage,9,91,122,50,6,Planéité 0.02mm
2116,466,5,Phase 5 - Ébavurage,6,24,323,9,3,Rayon R0.2 max
2117,467,1,Phase 1 - Débit / Tronçonnage,11,149,327,8,3,Longueur ±1mm
2118,467,2,Phase 2 - Tournage,1,41,62,47,4,Concentricité 0.01mm
2119,467,3,Phase 3 - Perçage,8,125,194,13,6,Taraudage M6
2120,467,4,Phase 4 - Contrôle qualité,10,123,4,6,2,Mesure 3 points
2121,468,1,Phase 1 - Débit / Tronçonnage,11,119,203,7,4,
2122,468,2,Phase 2 - Fraisage,9,147,230,47,10,Planéité 0.02mm
2123,468,3,Phase 3 - Perçage,3,108,104,17,7,Taraudage M6
2124,468,4,Phase 4 - Contrôle qualité,1,66,170,6,2,
2125,469,1,Phase 1 - Débit / Tronçonnage,3,57,241,6,2,
2126,469,2,Phase 2 - Rectification,6,110,316,13,10,
2127,469,3,Phase 3 - Tournage,10,92,71,46,14,Diamètre ±0.01mm
2128,469,4,Phase 4 - Tournage,2,13,356,33,12,Diamètre ±0.01mm
2129,469,5,Phase 5 - Contrôle qualité,5,95,180,8,3,Mesure 3 points
2130,470,1,Phase 1 - Débit / Tronçonnage,7,110,154,6,2,Planarite 0.3mm
2131,470,2,Phase 2 - Fraisage,9,101,179,28,9,Profondeur ±0.05mm
2132,470,3,Phase 3 - Tournage,5,68,150,57,6,Concentricité 0.01mm
2133,470,4,Phase 4 - Contrôle qualité,2,79,314,8,5,Mesure 3 points
2134,471,1,Phase 1 - Réglement / Montage,7,67,142,9,14,Parallélisme 0.01mm
2135,471,2,Phase 2 - Fraisage,9,105,136,11,11,Parallélisme 0.03mm
2136,471,3,Phase 3 - Ébavurage,1,85,257,9,2,
2137,472,1,Phase 1 - Réglement / Montage,7,148,343,10,13,Centrage ±0.02mm
2138,472,2,Phase 2 - Tournage,1,3,390,46,10,Cylindricité 0.02mm
2139,472,3,Phase 3 - Tournage,2,30,246,58,3,Diamètre ±0.01mm
2140,472,4,Phase 4 - Tournage,10,90,99,28,13,Diamètre ±0.01mm
2141,472,5,Phase 5 - Ébavurage,8,150,68,5,1,Pas d'arêtes vives
2142,473,1,Phase 1 - Débit / Tronçonnage,10,72,291,9,8,Planarite 0.3mm
2143,473,2,Phase 2 - Fraisage,6,38,371,49,6,Surface Ra 3.2µm
2144,473,3,Phase 3 - Perçage,4,92,55,9,3,Perpendicularité 0.05mm
2145,473,4,Phase 4 - Perçage,11,86,202,16,10,Taraudage M6
2146,473,5,Phase 5 - Tournage,10,87,322,53,10,Surface Ra 1.6µm
2147,473,6,Phase 6 - Contrôle qualité,4,21,294,11,2,Contrôle dimensionnel
2148,474,1,Phase 1 - Réglement / Montage,11,77,97,6,15,
2149,474,2,Phase 2 - Fraisage,6,19,115,44,11,Planéité 0.02mm
2150,474,3,Phase 3 - Tournage,2,76,94,22,9,Cylindricité 0.02mm
2151,474,4,Phase 4 - Contrôle qualité,5,9,128,11,4,
2152,475,1,Phase 1 - Débit / Tronçonnage,10,105,107,13,2,Cote brute ±0.5mm
2153,475,2,Phase 2 - Tournage,7,149,213,42,14,Diamètre ±0.01mm
2154,475,3,Phase 3 - Perçage,3,9,283,25,7,Perpendicularité 0.05mm
2155,475,4,Phase 4 - Fraisage,9,98,386,47,3,Parallélisme 0.03mm
2156,475,5,Phase 5 - Contrôle qualité,9,23,332,20,5,Contrôle dimensionnel
2157,476,1,Phase 1 - Débit / Tronçonnage,10,49,20,7,3,Planarite 0.3mm
2158,476,2,Phase 2 - Tournage,2,138,188,13,5,Cylindricité 0.02mm
2159,476,3,Phase 3 - Perçage,8,109,201,15,4,Taraudage M6
2160,476,4,Phase 4 - Perçage,4,51,103,9,10,Perpendicularité 0.05mm
2161,476,5,Phase 5 - Contrôle qualité,7,3,70,5,3,Contrôle dimensionnel
2162,477,1,Phase 1 - Débit / Tronçonnage,2,56,105,3,3,Cote brute ±0.5mm
2163,477,2,Phase 2 - Tournage,5,105,240,38,4,Surface Ra 1.6µm
2164,477,3,Phase 3 - Perçage,11,117,187,5,9,Taraudage M6
2165,477,4,Phase 4 - Tournage,7,89,385,30,6,Surface Ra 1.6µm
2166,477,5,Phase 5 - Ébavurage,9,95,108,3,1,Pas d'arêtes vives
2167,478,1,Phase 1 - Réglement / Montage,6,143,395,6,20,Parallélisme 0.01mm
2168,478,2,Phase 2 - Tournage,2,70,367,60,5,Surface Ra 1.6µm
2169,478,3,Phase 3 - Tournage,5,118,35,47,15,Surface Ra 1.6µm
2170,478,4,Phase 4 - Ébavurage,5,42,339,5,3,Pas d'arêtes vives
2171,479,1,Phase 1 - Réglement / Montage,1,113,370,8,13,
2172,479,2,Phase 2 - Perçage,3,122,329,25,9,Alésage H7
2173,479,3,Phase 3 - Contrôle qualité,4,28,319,10,4,PDT 100%
2174,480,1,Phase 1 - Débit / Tronçonnage,11,59,275,10,3,
2175,480,2,Phase 2 - Fraisage,9,130,33,21,5,Planéité 0.02mm
2176,480,3,Phase 3 - Fraisage,9,99,202,44,7,Planéité 0.02mm
2177,480,4,Phase 4 - Rectification,5,64,249,15,6,
2178,480,5,Phase 5 - Contrôle qualité,2,48,52,9,2,PDT 100%
2179,481,1,Phase 1 - Réglement / Montage,2,136,235,10,6,Parallélisme 0.01mm
2180,481,2,Phase 2 - Perçage,11,13,343,7,9,Diamètre ±0.02mm
2181,481,3,Phase 3 - Perçage,11,75,356,6,5,Perpendicularité 0.05mm
2182,481,4,Phase 4 - Ébavurage,6,65,356,8,2,
2183,482,1,Phase 1 - Débit / Tronçonnage,2,127,53,5,3,Longueur ±1mm
2184,482,2,Phase 2 - Rectification,4,66,128,15,10,Cylindricité 0.005mm
2185,482,3,Phase 3 - Tournage,5,75,77,19,4,Diamètre ±0.01mm
2186,482,4,Phase 4 - Ébavurage,9,83,351,7,5,
2187,483,1,Phase 1 - Débit / Tronçonnage,7,50,379,14,2,Longueur ±1mm
2188,483,2,Phase 2 - Tournage,5,76,155,38,3,Concentricité 0.01mm
2189,483,3,Phase 3 - Fraisage,9,131,307,47,8,Surface Ra 3.2µm
2190,483,4,Phase 4 - Tournage,1,43,6,33,12,Diamètre ±0.01mm
2191,483,5,Phase 5 - Contrôle qualité,9,90,37,15,3,
2192,484,1,Phase 1 - Débit / Tronçonnage,12,47,204,9,7,Longueur ±1mm
2193,484,2,Phase 2 - Tournage,10,82,213,24,7,Cylindricité 0.02mm
2194,484,3,Phase 3 - Fraisage,9,122,164,20,5,Planéité 0.02mm
2195,484,4,Phase 4 - Contrôle qualité,1,108,42,17,4,PDT 100%
2196,485,1,Phase 1 - Débit / Tronçonnage,12,35,15,13,4,Longueur ±1mm
2197,485,2,Phase 2 - Tournage,5,30,37,30,15,Diamètre ±0.01mm
2198,485,3,Phase 3 - Tournage,2,82,162,58,13,Diamètre ±0.01mm
2199,485,4,Phase 4 - Ébavurage,7,119,343,5,4,Pas d'arêtes vives
2200,486,1,Phase 1 - Réglement / Montage,10,47,22,8,17,Centrage ±0.02mm
2201,486,2,Phase 2 - Fraisage,9,132,14,45,8,Surface Ra 3.2µm
2202,486,3,Phase 3 - Tournage,1,58,336,44,15,Surface Ra 1.6µm
2203,486,4,Phase 4 - Tournage,10,137,115,55,5,Surface Ra 1.6µm
2204,486,5,Phase 5 - Perçage,3,46,78,8,4,Diamètre ±0.02mm
2205,486,6,Phase 6 - Fraisage,9,131,340,17,14,Planéité 0.02mm
2206,486,7,Phase 7 - Contrôle qualité,4,140,214,20,5,Contrôle dimensionnel
2207,487,1,Phase 1 - Réglement / Montage,2,150,57,10,15,Perpendicularité 0.02mm
2208,487,2,Phase 2 - Fraisage,6,100,159,29,15,Parallélisme 0.03mm
2209,487,3,Phase 3 - Perçage,3,11,199,10,10,Taraudage M6
2210,487,4,Phase 4 - Ébavurage,11,123,126,8,5,Rayon R0.2 max
2211,488,1,Phase 1 - Réglement / Montage,4,103,145,8,14,Centrage ±0.02mm
2212,488,2,Phase 2 - Fraisage,6,56,152,21,4,Parallélisme 0.03mm
2213,488,3,Phase 3 - Perçage,11,38,92,7,5,Perpendicularité 0.05mm
2214,488,4,Phase 4 - Tournage,1,12,146,20,12,Concentricité 0.01mm
2215,488,5,Phase 5 - Contrôle qualité,2,73,376,20,6,PDT 100%
2216,489,1,Phase 1 - Débit / Tronçonnage,12,115,79,15,5,Planarite 0.3mm
2217,489,2,Phase 2 - Fraisage,6,42,264,22,4,Surface Ra 3.2µm
2218,489,3,Phase 3 - Tournage,7,109,210,11,14,Cylindricité 0.02mm
2219,489,4,Phase 4 - Contrôle qualité,1,2,179,11,7,Mesure 3 points
2220,490,1,Phase 1 - Réglement / Montage,7,140,203,5,8,Centrage ±0.02mm
2221,490,2,Phase 2 - Tournage,1,84,92,27,6,Cylindricité 0.02mm
2222,490,3,Phase 3 - Contrôle qualité,1,91,284,10,5,Mesure 3 points
2223,491,1,Phase 1 - Réglement / Montage,6,16,31,9,17,
2224,491,2,Phase 2 - Tournage,7,112,125,24,5,Cylindricité 0.02mm
2225,491,3,Phase 3 - Perçage,11,53,110,20,8,Diamètre ±0.02mm
2226,491,4,Phase 4 - Fraisage,6,139,385,35,5,Profondeur ±0.05mm
2227,491,5,Phase 5 - Ébavurage,7,112,283,7,1,Pas d'arêtes vives
2228,492,1,Phase 1 - Réglement / Montage,7,40,340,10,10,Parallélisme 0.01mm
2229,492,2,Phase 2 - Rectification,6,40,51,29,6,Parallélisme 0.01mm
2230,492,3,Phase 3 - Rectification,8,17,271,23,8,Surface Ra 0.8µm
2231,492,4,Phase 4 - Fraisage,9,127,198,16,13,Surface Ra 3.2µm
2232,492,5,Phase 5 - Ébavurage,9,95,298,5,1,
2233,493,1,Phase 1 - Réglement / Montage,11,134,52,6,12,Centrage ±0.02mm
2234,493,2,Phase 2 - Fraisage,9,114,210,17,10,Surface Ra 3.2µm
2235,493,3,Phase 3 - Fraisage,9,149,274,25,11,Planéité 0.02mm
2236,493,4,Phase 4 - Ébavurage,8,46,377,3,2,
2237,494,1,Phase 1 - Débit / Tronçonnage,3,103,274,9,8,Longueur ±1mm
2238,494,2,Phase 2 - Fraisage,9,148,49,18,8,Profondeur ±0.05mm
2239,494,3,Phase 3 - Ébavurage,6,130,304,12,2,Rayon R0.2 max
2240,495,1,Phase 1 - Débit / Tronçonnage,12,70,344,9,7,Cote brute ±0.5mm
2241,495,2,Phase 2 - Perçage,8,35,297,24,2,Taraudage M6
2242,495,3,Phase 3 - Tournage,7,37,392,49,9,Diamètre ±0.01mm
2243,495,4,Phase 4 - Fraisage,9,17,392,38,12,Profondeur ±0.05mm
2244,495,5,Phase 5 - Fraisage,6,142,305,39,7,Profondeur ±0.05mm
2245,495,6,Phase 6 - Ébavurage,3,147,146,9,3,Pas d'arêtes vives
2246,496,1,Phase 1 - Réglement / Montage,7,130,155,3,18,
2247,496,2,Phase 2 - Tournage,7,133,323,31,6,Diamètre ±0.01mm
2248,496,3,Phase 3 - Perçage,3,98,150,23,10,Diamètre ±0.02mm
2249,496,4,Phase 4 - Ébavurage,3,3,310,5,5,Rayon R0.2 max
2250,497,1,Phase 1 - Réglement / Montage,3,44,61,2,10,
2251,497,2,Phase 2 - Tournage,7,11,204,35,7,Surface Ra 1.6µm
2252,497,3,Phase 3 - Tournage,10,46,139,44,7,Concentricité 0.01mm
2253,497,4,Phase 4 - Fraisage,6,1,285,44,12,Parallélisme 0.03mm
2254,497,5,Phase 5 - Perçage,3,85,248,14,10,Perpendicularité 0.05mm
2255,497,6,Phase 6 - Contrôle qualité,8,68,381,8,6,Contrôle dimensionnel
2256,498,1,Phase 1 - Débit / Tronçonnage,7,4,77,10,8,Planarite 0.3mm
2257,498,2,Phase 2 - Rectification,1,1,109,9,8,
2258,498,3,Phase 3 - Perçage,11,27,304,24,7,Perpendicularité 0.05mm
2259,498,4,Phase 4 - Ébavurage,3,100,150,4,5,Rayon R0.2 max
2260,499,1,Phase 1 - Réglement / Montage,7,113,278,6,18,
2261,499,2,Phase 2 - Fraisage,9,5,335,17,11,Profondeur ±0.05mm
2262,499,3,Phase 3 - Ébavurage,9,9,16,4,2,Rayon R0.2 max
2263,500,1,Phase 1 - Débit / Tronçonnage,2,13,119,7,4,Planarite 0.3mm
2264,500,2,Phase 2 - Rectification,10,34,308,27,3,
2265,500,3,Phase 3 - Fraisage,9,109,287,35,8,Parallélisme 0.03mm
2266,500,4,Phase 4 - Tournage,1,97,73,60,15,Cylindricité 0.02mm
2267,500,5,Phase 5 - Ébavurage,3,112,245,5,3,Rayon R0.2 max
